,0
4017,215721
4018,215722
4019,215860
4020,217859
4021,218361
4022,218490
4023,223331
4024,225724
4025,226268
4026,227631
4027,230670
4028,232743
4029,232960
4030,239569
4031,240448
4032,241465
4033,346
4034,20238
4035,20344
4036,24665
4037,28278
4038,30208
4039,31000
4040,31265
4041,37744
4042,37922
4043,39126
4044,43101
4045,46389
4046,49563
4047,52032
4048,52723
4049,52871
4050,56072
4051,58683
4052,58990
4053,61712
4054,64152
4055,67897
4056,73204
4057,77207
4058,80847
4059,81049
4060,83718
4061,84495
4062,87130
4063,87957
4064,89423
4065,94583
4066,95474
4067,97779
4068,98349
4069,99425
4070,100597
4071,101422
4072,101598
4073,101912
4074,103561
4075,107139
4076,108798
4077,110432
4078,110598
4079,111238
4080,112367
4081,113053
4082,113570
4083,117546
4084,119523
4085,123329
4086,128000
4087,129195
4088,133343
4089,133346
4090,134817
4091,135045
4092,144686
4093,149523
4094,149535
4095,149587
4096,150304
4097,151039
4098,153090
4099,154542
4100,156194
4101,157729
4102,158107
4103,158202
4104,159511
4105,163218
4106,163926
4107,165005
4108,165285
4109,166204
4110,166299
4111,166312
4112,166968
4113,167353
4114,168244
4115,170340
4116,170512
4117,171254
4118,175587
4119,176005
4120,179708
4121,183064
4122,183726
4123,185763
4124,187574
4125,188246
4126,188247
4127,188402
4128,189151
4129,189436
4130,190423
4131,191867
4132,195921
4133,196117
4134,196192
4135,200511
4136,200666
4137,201485
4138,201987
4139,201996
4140,201997
4141,203435
4142,203710
4143,205150
4144,205182
4145,205218
4146,207289
4147,210654
4148,211095
4149,213459
4150,214910
4151,215842
4152,219872
4153,221892
4154,221934
4155,225703
4156,225804
4157,226058
4158,226071
4159,226074
4160,239709
4161,242018
4162,358
4163,20278
4164,20348
4165,22475
4166,22486
4167,22497
4168,22508
4169,24170
4170,24676
4171,25099
4172,26747
4173,31583
4174,31672
4175,34198
4176,35497
4177,37968
4178,42299
4179,43457
4180,45771
4181,46092
4182,46429
4183,57022
4184,58467
4185,60562
4186,62568
4187,63081
4188,67833
4189,73533
4190,77775
4191,78416
4192,78618
4193,79510
4194,79585
4195,81054
4196,81056
4197,81252
4198,84159
4199,84498
4200,84610
4201,84632
4202,84642
4203,88038
4204,88039
4205,88318
4206,89254
4207,93979
4208,93987
4209,99365
4210,104916
4211,105066
4212,105357
4213,111552
4214,111833
4215,117620
4216,124602
4217,125031
4218,130119
4219,130244
4220,135114
4221,136446
4222,148900
4223,149483
4224,157198
4225,157450
4226,163173
4227,163565
4228,164929
4229,165336
4230,166350
4231,167122
4232,168449
4233,169122
4234,170919
4235,172688
4236,174778
4237,178273
4238,182705
4239,182809
4240,187623
4241,188545
4242,190161
4243,191421
4244,197632
4245,198717
4246,203628
4247,205177
4248,205685
4249,209638
4250,210857
4251,214994
4252,217848
4253,384
4254,463
4255,20245
4256,20246
4257,20772
4258,22908
4259,24711
4260,31624
4261,31625
4262,31702
4263,40237
4264,44372
4265,47509
4266,47517
4267,56765
4268,64071
4269,68729
4270,71184
4271,75520
4272,75800
4273,76600
4274,81371
4275,88664
4276,91842
4277,94200
4278,111251
4279,117481
4280,122431
4281,122977
4282,127106
4283,127132
4284,143122
4285,146484
4286,148698
4287,149982
4288,156800
4289,159597
4290,159689
4291,160810
4292,163116
4293,163120
4294,171049
4295,175275
4296,176319
4297,184422
4298,187405
4299,187416
4300,200601
4301,204178
4302,204885
4303,205250
4304,208115
4305,215222
4306,216175
4307,224226
4308,232888
4309,411
4310,699
4311,700
4312,737
4313,20833
4314,21526
4315,22205
4316,22511
4317,23615
4318,24186
4319,24580
4320,24585
4321,25734
4322,26199
4323,26200
4324,26737
4325,26795
4326,28715
4327,29788
4328,30875
4329,31543
4330,35898
4331,40475
4332,42351
4333,42497
4334,42747
4335,44324
4336,60455
4337,61512
4338,64789
4339,67608
4340,67613
4341,68007
4342,70560
4343,73003
4344,75615
4345,83820
4346,85811
4347,85970
4348,86523
4349,87196
4350,88624
4351,94462
4352,95777
4353,97445
4354,97923
4355,97962
4356,98605
4357,99790
4358,101421
4359,111531
4360,112245
4361,113113
4362,113114
4363,113801
4364,114543
4365,115141
4366,115208
4367,115210
4368,115404
4369,122021
4370,122819
4371,123524
4372,144778
4373,144935
4374,146141
4375,149776
4376,151204
4377,151756
4378,154208
4379,155529
4380,155817
4381,159431
4382,161516
4383,163069
4384,164496
4385,164867
4386,164955
4387,166093
4388,166100
4389,166495
4390,166890
4391,167047
4392,167147
4393,167816
4394,168384
4395,171090
4396,171751
4397,172345
4398,177492
4399,178079
4400,179204
4401,179259
4402,179261
4403,189594
4404,191198
4405,192961
4406,198971
4407,200554
4408,200761
4409,205548
4410,207287
4411,207823
4412,211817
4413,212899
4414,214594
4415,214979
4416,215098
4417,219956
4418,228657
4419,657
4420,660
4421,662
4422,20210
4423,20234
4424,20332
4425,20366
4426,20730
4427,20792
4428,22109
4429,24195
4430,24243
4431,24747
4432,24751
4433,25511
4434,26335
4435,26338
4436,26397
4437,26398
4438,27082
4439,31531
4440,31532
4441,31533
4442,36913
4443,40485
4444,47133
4445,49253
4446,55806
4447,56270
4448,56947
4449,58262
4450,62951
4451,63827
4452,63829
4453,63830
4454,66448
4455,67595
4456,68517
4457,68553
4458,69133
4459,76905
4460,79439
4461,81296
4462,83052
4463,84109
4464,84337
4465,84389
4466,84393
4467,84462
4468,84500
4469,84950
4470,85967
4471,86468
4472,87463
4473,87797
4474,88028
4475,90634
4476,96742
4477,97281
4478,100012
4479,102060
4480,104807
4481,105074
4482,109797
4483,111359
4484,111577
4485,114417
4486,115060
4487,115356
4488,115748
4489,116635
4490,116696
4491,124340
4492,124547
4493,127420
4494,129125
4495,129176
4496,130367
4497,137785
4498,138419
4499,139439
4500,140290
4501,141228
4502,146912
4503,148386
4504,150399
4505,151553
4506,152258
4507,159153
4508,161355
4509,167168
4510,167814
4511,168757
4512,175896
4513,178203
4514,178263
4515,178332
4516,180204
4517,184732
4518,185856
4519,191518
4520,193202
4521,200829
4522,201068
4523,201203
4524,201537
4525,206836
4526,207898
4527,213323
4528,214497
4529,216881
4530,217865
4531,218850
4532,221678
4533,222745
4534,225652
4535,227629
4536,230034
4537,231229
4538,238308
4539,241460
4540,680
4541,28851
4542,40334
4543,47349
4544,47363
4545,47624
4546,54968
4547,68432
4548,68738
4549,70959
4550,72142
4551,73043
4552,73450
4553,77221
4554,77386
4555,78226
4556,78584
4557,79516
4558,83578
4559,84190
4560,84638
4561,85570
4562,86358
4563,89587
4564,91252
4565,92215
4566,92651
4567,93109
4568,97840
4569,100147
4570,101889
4571,103193
4572,103195
4573,103849
4574,109169
4575,111096
4576,111825
4577,113445
4578,119486
4579,120198
4580,120592
4581,122279
4582,122563
4583,123149
4584,123797
4585,124322
4586,124490
4587,125080
4588,125081
4589,130248
4590,131296
4591,133208
4592,141004
4593,141081
4594,141321
4595,144731
4596,146184
4597,149991
4598,152419
4599,152467
4600,153552
4601,155277
4602,155454
4603,155716
4604,155986
4605,156089
4606,156656
4607,157590
4608,157844
4609,158341
4610,158636
4611,158738
4612,159169
4613,160806
4614,160948
4615,164242
4616,164434
4617,165138
4618,166740
4619,167133
4620,167138
4621,168470
4622,169507
4623,173096
4624,174978
4625,175075
4626,177386
4627,179581
4628,179800
4629,179847
4630,180825
4631,182875
4632,182877
4633,183589
4634,186267
4635,186405
4636,186479
4637,186641
4638,186731
4639,186804
4640,186855
4641,187229
4642,187233
4643,187677
4644,188134
4645,189199
4646,189506
4647,189581
4648,189719
4649,189835
4650,189961
4651,190314
4652,190571
4653,190917
4654,191140
4655,192051
4656,193194
4657,193361
4658,193477
4659,193512
4660,194930
4661,196562
4662,199304
4663,199827
4664,200186
4665,202013
4666,202015
4667,202021
4668,202230
4669,202234
4670,202905
4671,202908
4672,202971
4673,202977
4674,202982
4675,203443
4676,204692
4677,205753
4678,205757
4679,205819
4680,206481
4681,206716
4682,207016
4683,207102
4684,207685
4685,208291
4686,208373
4687,208385
4688,208720
4689,208916
4690,210281
4691,210567
4692,211579
4693,211765
4694,212267
4695,212633
4696,214438
4697,214450
4698,215635
4699,216720
4700,216992
4701,218851
4702,221147
4703,222835
4704,224558
4705,224560
4706,226288
4707,226542
4708,227894
4709,228437
4710,229389
4711,231205
4712,232789
4713,233635
4714,234037
4715,236625
4716,236666
4717,236710
4718,239501
4719,240473
4720,241622
4721,754
4722,23124
4723,27254
4724,27683
4725,79665
4726,84024
4727,93063
4728,124610
4729,131674
4730,134506
4731,145276
4732,149431
4733,149452
4734,160792
4735,172191
4736,181766
4737,183410
4738,187589
4739,195397
4740,199965
4741,201130
4742,203941
4743,204831
4744,206921
4745,211823
4746,215097
4747,218198
4748,225612
4749,20178
4750,85380
4751,99103
4752,105714
4753,108109
4754,120673
4755,120919
4756,136566
4757,144728
4758,187276
4759,199963
4760,234583
4761,20181
4762,22211
4763,31490
4764,31568
4765,75167
4766,84078
4767,96662
4768,97780
4769,112336
4770,145100
4771,150893
4772,151843
4773,151847
4774,154789
4775,156607
4776,165119
4777,171723
4778,171871
4779,177132
4780,177974
4781,178495
4782,191208
4783,193324
4784,195164
4785,195209
4786,195217
4787,202257
4788,206843
4789,218980
4790,20182
4791,20187
4792,20637
4793,23172
4794,27677
4795,93373
4796,97116
4797,101287
4798,124336
4799,152129
4800,167411
4801,170425
4802,174540
4803,179170
4804,203601
4805,205175
4806,210507
4807,211255
4808,213149
4809,221877
4810,239402
4811,241897
4812,241900
4813,241938
4814,20203
4815,20621
4816,21447
4817,22412
4818,24198
4819,74440
4820,20208
4821,29308
4822,52667
4823,57225
4824,83670
4825,159109
4826,178382
4827,208073
4828,20335
4829,20393
4830,20493
4831,20666
4832,21371
4833,25943
4834,27339
4835,28332
4836,31472
4837,31474
4838,35930
4839,40154
4840,40364
4841,56142
4842,58423
4843,59411
4844,77966
4845,80459
4846,84529
4847,86302
4848,87323
4849,94505
4850,94742
4851,107195
4852,114113
4853,118408
4854,127071
4855,128998
4856,149112
4857,160184
4858,163659
4859,180239
4860,188562
4861,193276
4862,204784
4863,205123
4864,210366
4865,213489
4866,214580
4867,20375
4868,21332
4869,21874
4870,24095
4871,26282
4872,28850
4873,34668
4874,45600
4875,51614
4876,58482
4877,60443
4878,67314
4879,83089
4880,84169
4881,84513
4882,86575
4883,88011
4884,103103
4885,115190
4886,115490
4887,116498
4888,117613
4889,130375
4890,131982
4891,139729
4892,145699
4893,146449
4894,148367
4895,153565
4896,163170
4897,163982
4898,164238
4899,175174
4900,187377
4901,204808
4902,204909
4903,205327
4904,213059
4905,214625
4906,224248
4907,237620
4908,20494
4909,20495
4910,20496
4911,20832
4912,24622
4913,24623
4914,26216
4915,30874
4916,32558
4917,40223
4918,67633
4919,70176
4920,74264
4921,82779
4922,84019
4923,86526
4924,88402
4925,88403
4926,88407
4927,95840
4928,99277
4929,107227
4930,115470
4931,116647
4932,124066
4933,161905
4934,164233
4935,164538
4936,166341
4937,167534
4938,184080
4939,194557
4940,204345
4941,204850
4942,212286
4943,212288
4944,218115
4945,218164
4946,20513
4947,20782
4948,26069
4949,26187
4950,26700
4951,28849
4952,28900
4953,31506
4954,31663
4955,64256
4956,66107
4957,67697
4958,69252
4959,80643
4960,83678
4961,86126
4962,89448
4963,89449
4964,92209
4965,97472
4966,98066
4967,99435
4968,101482
4969,105481
4970,108320
4971,110744
4972,114448
4973,115249
4974,122499
4975,122742
4976,125786
4977,130521
4978,138412
4979,147924
4980,149652
4981,156173
4982,157506
4983,165806
4984,166724
4985,174968
4986,193833
4987,209495
4988,215432
4989,225616
4990,225632
4991,20564
4992,21135
4993,21432
4994,22046
4995,25242
4996,25694
4997,26786
4998,27569
4999,29531
5000,29857
5001,31184
5002,31526
5003,31527
5004,31528
5005,32614
5006,32745
5007,36974
5008,38054
5009,39818
5010,42196
5011,43201
5012,43472
5013,44562
5014,44572
5015,45579
5016,45624
5017,50840
5018,52659
5019,52805
5020,53953
5021,55811
5022,56031
5023,56256
5024,59469
5025,60911
5026,62057
5027,69324
5028,72922
5029,73100
5030,76210
5031,76416
5032,76480
5033,76756
5034,78537
5035,78549
5036,79807
5037,80234
5038,84035
5039,89417
5040,91393
5041,93352
5042,94459
5043,94490
5044,94577
5045,101042
5046,102439
5047,102526
5048,103143
5049,105367
5050,106017
5051,107185
5052,108710
5053,108759
5054,108782
5055,108789
5056,108967
5057,109042
5058,109076
5059,109096
5060,110948
5061,111937
5062,113088
5063,113851
5064,114076
5065,115137
5066,115469
5067,117400
5068,119502
5069,126213
5070,129946
5071,130518
5072,132433
5073,133644
5074,133682
5075,133734
5076,135186
5077,135230
5078,138206
5079,140265
5080,143034
5081,144804
5082,144842
5083,146142
5084,148123
5085,149059
5086,149185
5087,149200
5088,153244
5089,153971
5090,153988
5091,154532
5092,156318
5093,158412
5094,159166
5095,160884
5096,162803
5097,162806
5098,162816
5099,163469
5100,163882
5101,164879
5102,166286
5103,170022
5104,170654
5105,170854
5106,178401
5107,178419
5108,182712
5109,184435
5110,184799
5111,185150
5112,185415
5113,186186
5114,186498
5115,187305
5116,187588
5117,189114
5118,190985
5119,191138
5120,194202
5121,194612
5122,194627
5123,194968
5124,195148
5125,195362
5126,195586
5127,195599
5128,195868
5129,196111
5130,196505
5131,196522
5132,196563
5133,196587
5134,196591
5135,196596
5136,196614
5137,196779
5138,196780
5139,196830
5140,196865
5141,197006
5142,197112
5143,197115
5144,197165
5145,197949
5146,198047
5147,198055
5148,198178
5149,198190
5150,198199
5151,198239
5152,198258
5153,198431
5154,198460
5155,198623
5156,198709
5157,198904
5158,198992
5159,200126
5160,204238
5161,204702
5162,204709
5163,204930
5164,204931
5165,205884
5166,206001
5167,207001
5168,208075
5169,208504
5170,208539
5171,208562
5172,211866
5173,211869
5174,212122
5175,213862
5176,214689
5177,215239
5178,215675
5179,216604
5180,217314
5181,221880
5182,222575
5183,222606
5184,222677
5185,222704
5186,224097
5187,224210
5188,224211
5189,227399
5190,232883
5191,236140
5192,239500
5193,240313
5194,240815
5195,241617
5196,241937
5197,20568
5198,24339
5199,27089
5200,44209
5201,56556
5202,93914
5203,130568
5204,131343
5205,150906
5206,152489
5207,159373
5208,164517
5209,165208
5210,166649
5211,168616
5212,171824
5213,180444
5214,183134
5215,188205
5216,195063
5217,206840
5218,210397
5219,213861
5220,20622
5221,20679
5222,40012
5223,105243
5224,164466
5225,176608
5226,184114
5227,190892
5228,207164
5229,20922
5230,24246
5231,24624
5232,67597
5233,81018
5234,82410
5235,85330
5236,111051
5237,122380
5238,134584
5239,145848
5240,155403
5241,157843
5242,161491
5243,166363
5244,168532
5245,170277
5246,177084
5247,235491
5248,21588
5249,24228
5250,30872
5251,37731
5252,58436
5253,85984
5254,99373
5255,205005
5256,241882
5257,21843
5258,21854
5259,21887
5260,21897
5261,22249
5262,25496
5263,27078
5264,27086
5265,40156
5266,40320
5267,46325
5268,51640
5269,52526
5270,57482
5271,67705
5272,70030
5273,70085
5274,70221
5275,80640
5276,80731
5277,81004
5278,90627
5279,95757
5280,95760
5281,100616
5282,100633
5283,100914
5284,103125
5285,104578
5286,106114
5287,106323
5288,106754
5289,110666
5290,111738
5291,111820
5292,111824
5293,113458
5294,135991
5295,136500
5296,145008
5297,147605
5298,163852
5299,164436
5300,181802
5301,191154
5302,205050
5303,213081
5304,217198
5305,218838
5306,22259
5307,25028
5308,64857
5309,78419
5310,80442
5311,94275
5312,94314
5313,94325
5314,94327
5315,115388
5316,117240
5317,119730
5318,124246
5319,163174
5320,168756
5321,171839
5322,185509
5323,186756
5324,197508
5325,197841
5326,213776
5327,22628
5328,63189
5329,108250
5330,116633
5331,147481
5332,159404
5333,166345
5334,166758
5335,176277
5336,23199
5337,28402
5338,37311
5339,40328
5340,43292
5341,54551
5342,62855
5343,73172
5344,74213
5345,77047
5346,92257
5347,149374
5348,171321
5349,174528
5350,184210
5351,189572
5352,194106
5353,194114
5354,196245
5355,196317
5356,196375
5357,196391
5358,204967
5359,217818
5360,24497
5361,80608
5362,99279
5363,26224
5364,26253
5365,32860
5366,35945
5367,37596
5368,41118
5369,42770
5370,48835
5371,55940
5372,68547
5373,69493
5374,73944
5375,73950
5376,74190
5377,74275
5378,78918
5379,79544
5380,79550
5381,85272
5382,85540
5383,85854
5384,86185
5385,87801
5386,96767
5387,96768
5388,100161
5389,100955
5390,101498
5391,102057
5392,103858
5393,104390
5394,104426
5395,109704
5396,109922
5397,113437
5398,117648
5399,118629
5400,120556
5401,124178
5402,130548
5403,132097
5404,133338
5405,133830
5406,135716
5407,135953
5408,137693
5409,152189
5410,153267
5411,153283
5412,153557
5413,154135
5414,154667
5415,156246
5416,156280
5417,158529
5418,158698
5419,159063
5420,159182
5421,160807
5422,161296
5423,161447
5424,161515
5425,162242
5426,162687
5427,162986
5428,163033
5429,163105
5430,163128
5431,163185
5432,163976
5433,163977
5434,164700
5435,165312
5436,166439
5437,168742
5438,170048
5439,170057
5440,170213
5441,170870
5442,171107
5443,171419
5444,171761
5445,172741
5446,173239
5447,173664
5448,175118
5449,175677
5450,175679
5451,176630
5452,177423
5453,180399
5454,181797
5455,181896
5456,182854
5457,184381
5458,184881
5459,185320
5460,185972
5461,186560
5462,187053
5463,188129
5464,188626
5465,189197
5466,189315
5467,190597
5468,191086
5469,191093
5470,191386
5471,191694
5472,191911
5473,192118
5474,192444
5475,192561
5476,194604
5477,194607
5478,194608
5479,196160
5480,198110
5481,199586
5482,199945
5483,200208
5484,200308
5485,200452
5486,200478
5487,200526
5488,201638
5489,201883
5490,201990
5491,202286
5492,202610
5493,202979
5494,203055
5495,203424
5496,203723
5497,204050
5498,204089
5499,204095
5500,204143
5501,205144
5502,205286
5503,205816
5504,206057
5505,206288
5506,206576
5507,206713
5508,207648
5509,208361
5510,208444
5511,208725
5512,208751
5513,209094
5514,209701
5515,210133
5516,210375
5517,210406
5518,210645
5519,211707
5520,211737
5521,211819
5522,212344
5523,212406
5524,212766
5525,213079
5526,213080
5527,213085
5528,213086
5529,213093
5530,213095
5531,213152
5532,213153
5533,213155
5534,213162
5535,213173
5536,213179
5537,213781
5538,213865
5539,213867
5540,213877
5541,214266
5542,214704
5543,215492
5544,216460
5545,216461
5546,216907
5547,217337
5548,217972
5549,218064
5550,218447
5551,219587
5552,220038
5553,220193
5554,221159
5555,221288
5556,222716
5557,225392
5558,225550
5559,225562
5560,228677
5561,230773
5562,233010
5563,233663
5564,233775
5565,234589
5566,236807
5567,236809
5568,236812
5569,237922
5570,239915
5571,240294
5572,240359
5573,240481
5574,27067
5575,49663
5576,77450
5577,101122
5578,101935
5579,107562
5580,107872
5581,110330
5582,110334
5583,110341
5584,110351
5585,125875
5586,126116
5587,126961
5588,129313
5589,134743
5590,135669
5591,138704
5592,138705
5593,138720
5594,138729
5595,140696
5596,140698
5597,154546
5598,156797
5599,160733
5600,161768
5601,161770
5602,162439
5603,162711
5604,163451
5605,173201
5606,173281
5607,173929
5608,178076
5609,178077
5610,179093
5611,183094
5612,187254
5613,189457
5614,189482
5615,191985
5616,198653
5617,198657
5618,198658
5619,198660
5620,198695
5621,203639
5622,205598
5623,205600
5624,216150
5625,216165
5626,217807
5627,220817
5628,221920
5629,225815
5630,239445
5631,240244
5632,27209
5633,123519
5634,125785
5635,134954
5636,137791
5637,145038
5638,153300
5639,163183
5640,184542
5641,188373
5642,191113
5643,202843
5644,204352
5645,213619
5646,240689
5647,27894
5648,30590
5649,55641
5650,62732
5651,74454
5652,77261
5653,77300
5654,78930
5655,93754
5656,108057
5657,110073
5658,128536
5659,135198
5660,138205
5661,138479
5662,152351
5663,154175
5664,155898
5665,159960
5666,160192
5667,169942
5668,176007
5669,184968
5670,188167
5671,191414
5672,192708
5673,200702
5674,206463
5675,217829
5676,217853
5677,218481
5678,232947
5679,30362
5680,30873
5681,77881
5682,85647
5683,122530
5684,32499
5685,103257
5686,116499
5687,176131
5688,206172
5689,226075
5690,32622
5691,37605
5692,85536
5693,39468
5694,40535
5695,134530
5696,145127
5697,157704
5698,171045
5699,171984
5700,172627
5701,39811
5702,67552
5703,75264
5704,98788
5705,127737
5706,165751
5707,198304
5708,209138
5709,226569
5710,40307
5711,83886
5712,100166
5713,101445
5714,164322
5715,171864
5716,197079
5717,206315
5718,208963
5719,40938
5720,48464
5721,93008
5722,97662
5723,101369
5724,110281
5725,136132
5726,162384
5727,186920
5728,207000
5729,208664
5730,208665
5731,208666
5732,212939
5733,46290
5734,74552
5735,117390
5736,194093
5737,235128
5738,47545
5739,77125
5740,51387
5741,119612
5742,190159
5743,201892
5744,239699
5745,52471
5746,61010
5747,99201
5748,117923
5749,124601
5750,154775
5751,60342
5752,79077
5753,117818
5754,122253
5755,132305
5756,158450
5757,169476
5758,193114
5759,211907
5760,60454
5761,62010
5762,66576
5763,134120
5764,155413
5765,194173
5766,66631
5767,108267
5768,135238
5769,144881
5770,154536
5771,175423
5772,240103
5773,77135
5774,77195
5775,77729
5776,131170
5777,138338
5778,164472
5779,164486
5780,165476
5781,165505
5782,165967
5783,166025
5784,166026
5785,166101
5786,166151
5787,166159
5788,166384
5789,166426
5790,166605
5791,166611
5792,166613
5793,167106
5794,167689
5795,168168
5796,168188
5797,168205
5798,168225
5799,168252
5800,168266
5801,168267
5802,168304
5803,168346
5804,168574
5805,168791
5806,169048
5807,169053
5808,169404
5809,169485
5810,170223
5811,171414
5812,171826
5813,172217
5814,172417
5815,172944
5816,172948
5817,172964
5818,173051
5819,173254
5820,173873
5821,174738
5822,174748
5823,175042
5824,175603
5825,175658
5826,176127
5827,176167
5828,176904
5829,176975
5830,177092
5831,177223
5832,177439
5833,177643
5834,177786
5835,177798
5836,177917
5837,178275
5838,178308
5839,178721
5840,178799
5841,179564
5842,179802
5843,180139
5844,180179
5845,210390
5846,84451
5847,86019
5848,89530
5849,94175
5850,163568
5851,89753
5852,136391
5853,156572
5854,157685
5855,184128
5856,184386
5857,186452
5858,191704
5859,204027
5860,204461
5861,204542
5862,204551
5863,204920
5864,208042
5865,221777
5866,103099
5867,107892
5868,151823
5869,111774
5870,175794
5871,112180
5872,208669
5873,211215
5874,115182
5875,151749
5876,117402
5877,219051
5878,240292
5879,117440
5880,158129
5881,210388
5882,221706
5883,232889
5884,134514
5885,151803
5886,149655
5887,163878
5888,179264
5889,231304
5890,163983
5891,168181
5892,241568
5893,241593
5894,241657
5895,241676
5896,241684
5897,204802
5898,240783
5899,21535
5900,22848
5901,23096
5902,27287
5903,29579
5904,45717
5905,53700
5906,58464
5907,58690
5908,62624
5909,62974
5910,88089
5911,89282
5912,89286
5913,91631
5914,92044
5915,99343
5916,101719
5917,101761
5918,101780
5919,108085
5920,108403
5921,108687
5922,111128
5923,128871
5924,142018
5925,144587
5926,145090
5927,151977
5928,156188
5929,164304
5930,164501
5931,166141
5932,166179
5933,166348
5934,167872
5935,168032
5936,168321
5937,168418
5938,170030
5939,170092
5940,170905
5941,171653
5942,174507
5943,176318
5944,176593
5945,177844
5946,181412
5947,182656
5948,183577
5949,183942
5950,192811
5951,192992
5952,193076
5953,193138
5954,193231
5955,193244
5956,193319
5957,193634
5958,193732
5959,193752
5960,193765
5961,197655
5962,217299
5963,218449
5964,218460
5965,218465
5966,222204
5967,222527
5968,229213
5969,231815
5970,238473
5971,241051
5972,246179
5973,246513
5974,246515
5975,247587
5976,247598
5977,136
5978,387
5979,667
5980,20955
5981,21359
5982,21861
5983,22067
5984,23249
5985,24474
5986,24476
5987,24489
5988,24515
5989,24949
5990,24962
5991,24964
5992,25541
5993,25668
5994,25673
5995,27378
5996,28040
5997,29126
5998,29461
5999,31478
6000,32031
6001,32287
6002,32727
6003,33786
6004,34947
6005,34954
6006,34955
6007,38591
6008,38831
6009,38865
6010,39926
6011,40236
6012,40324
6013,41036
6014,41045
6015,41087
6016,42683
6017,42934
6018,44128
6019,44670
6020,45465
6021,45731
6022,45889
6023,46003
6024,46118
6025,46228
6026,46618
6027,46740
6028,47189
6029,50510
6030,50518
6031,52323
6032,52875
6033,53845
6034,54663
6035,55418
6036,55528
6037,56060
6038,56171
6039,56292
6040,56402
6041,56650
6042,56847
6043,57718
6044,58419
6045,61981
6046,62918
6047,66390
6048,67531
6049,68781
6050,69101
6051,69259
6052,69369
6053,69429
6054,70870
6055,71454
6056,71537
6057,71703
6058,73635
6059,73910
6060,74595
6061,75869
6062,76405
6063,76827
6064,77052
6065,77090
6066,78438
6067,78439
6068,78633
6069,78634
6070,78724
6071,78998
6072,79607
6073,80635
6074,80882
6075,82594
6076,82829
6077,83127
6078,84006
6079,84022
6080,84049
6081,84440
6082,84545
6083,84549
6084,84673
6085,85186
6086,86118
6087,86360
6088,86364
6089,86436
6090,86739
6091,87100
6092,88719
6093,88876
6094,88890
6095,89411
6096,90638
6097,93015
6098,95851
6099,98401
6100,103508
6101,104549
6102,106760
6103,108446
6104,109770
6105,111987
6106,112454
6107,115361
6108,116879
6109,117822
6110,121244
6111,124642
6112,125037
6113,125778
6114,126119
6115,128552
6116,133452
6117,135274
6118,143000
6119,145756
6120,148196
6121,152264
6122,156150
6123,158668
6124,159568
6125,159576
6126,162685
6127,165369
6128,165479
6129,166198
6130,166581
6131,166750
6132,167199
6133,167728
6134,167799
6135,169448
6136,170293
6137,170295
6138,170532
6139,170536
6140,170820
6141,171945
6142,172878
6143,173591
6144,174629
6145,174739
6146,174992
6147,175295
6148,176219
6149,176777
6150,179346
6151,179347
6152,179762
6153,180430
6154,181235
6155,181990
6156,183876
6157,186091
6158,190001
6159,190024
6160,191282
6161,192662
6162,192856
6163,193106
6164,193728
6165,200830
6166,201399
6167,205085
6168,213530
6169,221552
6170,231911
6171,245475
6172,137
6173,235
6174,236
6175,329
6176,364
6177,373
6178,374
6179,485
6180,492
6181,511
6182,20284
6183,20322
6184,20355
6185,20382
6186,20655
6187,21252
6188,21285
6189,21306
6190,21327
6191,21427
6192,21529
6193,21901
6194,21989
6195,22199
6196,22256
6197,22983
6198,23055
6199,23227
6200,23276
6201,23506
6202,24079
6203,24587
6204,24630
6205,24698
6206,24859
6207,25182
6208,25187
6209,25433
6210,26122
6211,26272
6212,26281
6213,26464
6214,26758
6215,26845
6216,26921
6217,27454
6218,27458
6219,27504
6220,27508
6221,27510
6222,27518
6223,28198
6224,28782
6225,28787
6226,28788
6227,28972
6228,29123
6229,29521
6230,29828
6231,29838
6232,29841
6233,29848
6234,29979
6235,30393
6236,30450
6237,30538
6238,30905
6239,31038
6240,31603
6241,31604
6242,31676
6243,31697
6244,32301
6245,32596
6246,32713
6247,33051
6248,34221
6249,34858
6250,34870
6251,34881
6252,34882
6253,34883
6254,34884
6255,35557
6256,35963
6257,36090
6258,36310
6259,37093
6260,37573
6261,38130
6262,38301
6263,38466
6264,38467
6265,38609
6266,38630
6267,38960
6268,38961
6269,39469
6270,39638
6271,39649
6272,39993
6273,40019
6274,40023
6275,40052
6276,40071
6277,40170
6278,40341
6279,40352
6280,40373
6281,40413
6282,40493
6283,41003
6284,41394
6285,41400
6286,42331
6287,42631
6288,42977
6289,43387
6290,43516
6291,43560
6292,43674
6293,43965
6294,44361
6295,44502
6296,44548
6297,44590
6298,44615
6299,44669
6300,44734
6301,44813
6302,45127
6303,45458
6304,45652
6305,45756
6306,45896
6307,46041
6308,46051
6309,46235
6310,46298
6311,46353
6312,46391
6313,46558
6314,46639
6315,47034
6316,47047
6317,47267
6318,47570
6319,49578
6320,51474
6321,51481
6322,51493
6323,51504
6324,51526
6325,51546
6326,51548
6327,51565
6328,51574
6329,53491
6330,53744
6331,53794
6332,53877
6333,53881
6334,53895
6335,53896
6336,53901
6337,54605
6338,54607
6339,54732
6340,55325
6341,55430
6342,55436
6343,55449
6344,55467
6345,55519
6346,55605
6347,55748
6348,55771
6349,55922
6350,55985
6351,56378
6352,56463
6353,56464
